id;name;x;y
01183;Kepler-1165 b;406218.022316998;4529067.75672205
01184;Kepler-1166 b;406435.74640115;4542709.44717981
01185;Kepler-1167 b;441537.065122495;4477336.447537
01186;Kepler-1168 b;440270.31123082;4481456.23949089
00543;HD 20003 c;474964.892771458;4614046.15986682
00544;HD 200964 b;557110.177301282;4630278.55383432
00545;HD 200964 c;293100.521603081;4522257.5659083
00546;HD 202206 b;448886.813049767;4440054.4865342
00547;HD 202206 c;461224.450868414;4457955.43180678
00548;HD 20367 b;440968.263582175;4472793.41518904
00549;HD 2039 b;557091.691562106;4602206.13112643
00550;HD 204313 b;561500.402350415;4611068.40331526
00551;HD 204313 c;570147.349392285;4733207.60563181
03492;WASP-83 b;434834.544960125;4475982.60417571
03493;WASP-84 b;448191.003783773;4487748.03302393
03494;WASP-85 b;441989.687251296;4483721.46648024
03495;WASP-86 b;358794.083488404;4388674.22225078
03496;WASP-87A b;434890.03601384;4481173.74019075
03497;WASP-88 b;434957.740016858;4452680.36900238
03498;WASP-89 b;445741.552800864;4467407.70282364
03499;WASP-90 b;426537.408297039;4456108.6816913
02875;Kepler-710 b;424095.104919027;4486402.51317855
02876;Kepler-711 b;429679.665166579;4487169.57115622
02877;Kepler-712 b;460587.031256975;4482554.54745253
02878;Kepler-712 c;445173.421258265;4483730.59148922
02879;Kepler-713 b;426612.755049735;4456467.92413136
02880;Kepler-714 b;454616.197965619;4378688.11127109
02881;Kepler-715 b;357869.004725355;4608424.53733604
02882;Kepler-716 b;356802.046714361;4601543.21315822
02252;Kepler-320 c;453189.280890566;4477341.95975784
02253;Kepler-321 b;426077.172415043;4460680.70141459
02254;Kepler-321 c;270137.790178267;4663631.23440754
02255;Kepler-322 b;278324.131695339;4594641.50551143
02256;Kepler-322 c;453799.037059713;4474903.81360371
02257;Kepler-323 b;447734.187709076;4467716.62584103
02258;Kepler-323 c;416299.415023534;4492894.27142449
02259;Kepler-324 b;421915.665448353;4436206.78710709
01636;Kepler-1514 b;294501.680690594;4624910.77221544
01637;Kepler-1515 b;354328.300128725;4606683.78869112
01638;Kepler-1516 b;445741.43591617;4471975.99053344
01639;Kepler-1517 b;332792.119670676;4600107.84055315
01640;Kepler-1518 b;438163.676411687;4460239.96957705
01641;Kepler-1519 b;434461.599133952;4481048.38978117
01642;Kepler-152 b;439706.350213606;4485902.90125582
01643;Kepler-152 c;430766.49184942;4475851.16514614
01015;Kepler-1040 b;444740.694447495;4597060.76920833
01016;Kepler-1041 b;427393.425903054;4537649.41940653
01017;Kepler-1042 b;477923.852500034;4595197.33149386
01018;Kepler-1043 b;412618.720135186;4445341.46455385
01019;Kepler-1044 b;543356.446527965;4616016.05487857
01020;Kepler-1045 b;543339.583468652;4635189.10106316
01021;Kepler-1046 b;545207.922576377;4616621.2683379
01022;Kepler-1047 b;283391.685938912;4539552.50105126
00378;HD 126525 b;442534.90436154;4525836.18251619
00379;HD 12661 b;563493.568230539;4704128.38179746
00380;HD 12661 c;264261.934690752;4486148.97398173
00381;HD 126614 b;450849.874069785;4572604.73990629
00382;HD 128311 b;421865.276198965;4536194.28343086
00383;HD 128311 c;282512.021492955;4556739.34710378
00384;HD 128356 b;291100.169312324;4563521.71334568
00385;HD 129445 b;413991.648327397;4467320.70747408
00386;HD 130322 b;460387.547470386;4558065.23712004
03332;Pr 0211 b;245037.621920892;4407223.70773697
03333;Pr 0211 c;432448.281067956;4487823.14420247
03334;Proplyd 133-353;439232.560000343;4482533.10382844
03335;Proxima Cen b;439279.537732858;4463515.28656187
03336;Qatar-1 b;426113.308908986;4458042.82134722
03337;Qatar-2 b;442676.277572365;4475236.41315365
03338;Qatar-3 b;443283.790671483;4475274.51189558
03339;Qatar-4 b;280887.230178454;4615201.65789606
02714;Kepler-585 b;287344.431642119;4618688.69621235
02715;Kepler-586 b;358402.98783944;4606250.83062766
02716;Kepler-587 b;434816.746836954;4461750.728995
02717;Kepler-588 b;427420.023340336;4442497.73035123
02718;Kepler-589 b;437831.645884281;4465808.72307142
02719;Kepler-59 b;461025.348518962;4493599.65557477
02720;Kepler-59 c;444162.194871356;4476052.73538669
02721;Kepler-590 b;307848.339408262;4578268.9697091
02092;Kepler-263 c;355028.054580404;4615768.87678698
02093;Kepler-264 b;374574.034037999;4433180.31104975
02094;Kepler-264 c;448685.02259929;4470806.62536535
02095;Kepler-265 b;435136.742615647;4503705.60636357
02096;Kepler-265 c;427367.621138765;4461864.7331737
02097;Kepler-265 d;355958.078151933;4602505.9129672
02098;Kepler-265 e;355120.803040359;4620400.7095271
02099;Kepler-266 b;343506.327919549;4612484.08806097
01476;Kepler-139 b;283157.499793187;4607863.08273529
01477;Kepler-139 c;356003.393719858;4601867.05648795
01478;Kepler-1390 b;338139.048569337;4573151.41895803
01479;Kepler-1391 b;343430.311327795;4542434.0161462
01480;Kepler-1392 b;356855.006617326;4614786.61838608
01481;Kepler-1393 b;256872.62798795;4592935.00495908
01482;Kepler-1394 b;445319.019086195;4473792.2087169
01483;Kepler-1395 b;376340.459831298;4448288.46634544
00852;HIP 78530 b;419205.658835323;4503701.0572491
00853;HIP 79431 b;548908.471369447;4595055.22991993
00854;HIP 8541 b;571876.574678491;4605379.82091115
00855;HIP 91258 b;579960.520548534;4600439.90562198
00856;HIP 97233 b;580274.257124764;4615734.07088751
00857;HN Peg b;550424.128811635;4600221.43797701
00858;HR 2562 b;501420.538032641;4606124.32528562
00859;HR 3549 b;542062.126426483;4647816.4034188
00860;HR 7329;456905.921534032;4465939.41718006
00218;HAT-P-17 c;571389.659265532;4745228.92759801
00219;HAT-P-18 b;274890.326653965;4542675.39228281
00220;HAT-P-19 b;429111.321662409;4466313.72886588
00221;HAT-P-2 b;440154.808090188;4472848.81828669
00222;HAT-P-20 b;444341.111247857;4492995.98302611
00223;HAT-P-21 b;413504.342463444;4546161.87027785
00224;HAT-P-22 b;389473.546937277;4578977.42453321
00225;HAT-P-23 b;445477.422415012;4482326.81030633
03172;Kepler-932 b;439351.052331623;4475695.02387754
03173;Kepler-933 b;445014.11894071;4474936.2243991
03174;Kepler-934 b;445385.716648362;4474546.80073395
03175;Kepler-935 b;435936.063924055;4449127.59571254
03176;Kepler-936 b;447547.58152241;4487196.66665249
03177;Kepler-937 b;447460.333817509;4488430.27340575
03178;Kepler-937 c;253397.024193452;4224357.28937328
03179;Kepler-938 b;338504.894903859;4419719.78086929
02554;Kepler-47 (AB) b;440179.270557099;4465967.32481428
02555;Kepler-47 (AB) c;451339.153271755;4456917.19028242
02556;Kepler-470 b;437333.899855561;4461864.30373062
02557;Kepler-471 b;454982.053345704;4528372.80808934
02558;Kepler-472 b;329825.649439005;4630613.95485775
02559;Kepler-473 b;323923.25952904;4667893.85647633
02560;Kepler-474 b;459894.217236925;4403521.70542009
02561;Kepler-475 b;356001.089363223;4603419.62764215
01932;Kepler-208 d;438744.723465984;4491457.08780895
01933;Kepler-208 e;424960.210189443;4470522.9526007
01934;Kepler-209 b;447012.752103576;4496076.35932047
01935;Kepler-209 c;445296.940006025;4467465.04363388
01936;Kepler-21 b;435309.216678997;4470130.73763582
01937;Kepler-210 b;439495.496795065;4465595.81237253
01938;Kepler-210 c;313181.453733344;4628273.49494954
01939;Kepler-211 b;445037.572202964;4474382.45243545
01316;Kepler-127 b;438590.274576246;4470730.15970475
01317;Kepler-127 c;355859.985559001;4609204.47293388
01318;Kepler-127 d;437936.50063961;4475857.07322352
01319;Kepler-1270 b;434916.596322154;4470847.31929247
01320;Kepler-1271 b;436552.083409851;4463244.18459693
01321;Kepler-1272 b;434548.854966657;4476360.74664843
01322;Kepler-1273 b;439219.474532949;4468242.3374248
01323;Kepler-1274 b;440633.565730477;4465118.64895814
00686;HD 4208 b;436880.26750769;4454455.4130079
00687;HD 42618 b;496638.091211423;4626186.21123175
00688;HD 4308 b;283562.222508719;4722557.76104615
00689;HD 4313 b;316217.937197595;4545735.16782799
00690;HD 43197 b;314266.807294477;4706976.39930355
00691;HD 43691 b;506068.418012898;4613564.23060472
00692;HD 44219 b;427696.764608918;4483094.90224293
00693;HD 45184 b;247297.687978782;4507439.58519537
00057;BD+24 4697 b;278568.016032602;4527241.78769418
00058;BD+26 1888 b;440384.839381101;4490796.74340205
00059;BD+48 738 b;468925.778311901;4490825.85406426
00060;BD+49 828 b;468398.999035472;4490987.93804186
00061;BD-06 1339 b;469604.75280269;4489404.98696901
00062;BD-06 1339 c;439434.95300016;4473301.90883616
00063;BD-08 2823 b;405544.139068779;4541534.73647549
00064;BD-08 2823 c;425212.482536904;4563115.10319303
03012;Kepler-816 b;434853.057664236;4463988.72618541
03013;Kepler-817 b;278576.178473095;4663107.4316713
03014;Kepler-818 b;443382.896868639;4472048.67559677
03015;Kepler-819 b;447589.163695648;4476022.25528363
03016;Kepler-82 b;440737.293440605;4466095.62717951
03017;Kepler-82 c;436292.336232878;4454721.09623375
03018;Kepler-82 d;444277.725116583;4474424.36015636
03019;Kepler-82 e;423170.371774985;4473738.59969895
02391;Kepler-373 c;398018.067338699;4622294.02248883
02392;Kepler-374 b;376231.574161322;4457077.68241187
02393;Kepler-374 c;299037.708517278;4654580.17599429
02394;Kepler-374 d;485172.127583041;4401690.31702433
02395;Kepler-375 b;288127.865682991;4623268.86302855
02396;Kepler-375 c;368300.173871614;4606163.91790887
02397;Kepler-376 b;337121.822688066;4556296.66245148
02398;Kepler-376 c;419243.426218763;4395280.32625012
02399;Kepler-377 b;323665.604257813;4567331.22325436
01772;Kepler-1620 b;458685.732459311;4426481.16541158
01773;Kepler-1621 b;435369.801145193;4463135.94831116
01774;Kepler-1622 b;436950.728854662;4481790.27578017
01775;Kepler-1623 b;337431.834196335;4594596.96848594
01776;Kepler-1624 b;368548.285731964;4594724.2448769
01777;Kepler-1625 b;316928.643669897;4614550.17407564
01778;Kepler-1626 b;443177.132665289;4449766.89300108
01779;Kepler-1627 b;335431.595062825;4419771.29170533
01155;Kepler-1143 b;518882.534410273;4637072.77725118
01156;Kepler-1143 c;398771.17935165;4551870.9153204
01157;Kepler-1144 b;406660.260707134;4541327.71556533
01158;Kepler-1145 b;418507.57975457;4484540.23172053
01159;Kepler-1146 b;438801.398561189;4478236.90747947
01160;Kepler-1147 b;313965.193865004;4411212.76549617
01161;Kepler-1148 b;402013.109014264;4586039.46410661
01162;Kepler-1149 b;393568.632090688;4526959.90851525
00518;HD 183263 c;432318.20893364;4465139.42012006
00519;HD 185269 b;288703.41916396;4513713.88625844
00520;HD 187085 b;518497.036577656;4620133.8647272
00521;HD 187123 b;548440.144538858;4635898.381874
00522;HD 187123 c;556811.625193899;4646466.3822745
00523;HD 18742 b;358988.915975827;4388372.71766669
00524;HD 188015 b;544814.566700393;4583788.54470071
00525;HD 189567 b;552311.991286021;4618428.29648899
00526;HD 189733 b;445830.161811407;4224865.4118403
03468;WASP-62 b;447208.162799337;4467288.99911679
03469;WASP-63 b;445229.793021319;4536441.24931103
03470;WASP-64 b;453168.909097439;4465035.44949352
03471;WASP-65 b;443262.719885555;4468392.07910571
03472;WASP-66 b;439335.087077621;4465324.09552057
03473;WASP-67 b;441390.967289727;4470590.84958512
03474;WASP-68 b;299603.695503181;4634192.36669449
03475;WASP-69 b;445460.87351594;4473655.46736935
02851;Kepler-690 b;433676.190398885;4457310.21112853
02852;Kepler-691 b;433315.634119352;4470200.74364396
02853;Kepler-692 b;270785.833485669;4597786.52782668
02854;Kepler-693 b;439663.061003056;4480069.1704819
02855;Kepler-694 b;434107.568184388;4470807.22410316
02856;Kepler-695 b;433955.472230823;4462090.56337834
02857;Kepler-696 b;444608.607370834;4475189.49852093
02858;Kepler-697 b;430865.643490443;4455082.55505647
02228;Kepler-310 c;346061.515186684;4440309.42402747
02229;Kepler-310 d;413668.631588722;4490416.38250456
02230;Kepler-311 b;414513.707018035;4493314.57066432
02231;Kepler-311 c;453799.840593128;4467767.00294632
02232;Kepler-312 b;391597.15692274;4627235.17015164
02233;Kepler-312 c;360844.079039975;4603540.52683144
02234;Kepler-313 b;349939.72037657;4610160.26062161
02235;Kepler-313 c;415181.102347402;4491202.33915156
01612;Kepler-1497 b;441039.005824953;4481131.93580019
01613;Kepler-1498 b;439482.680254619;4484120.53262844
01614;Kepler-1499 b;317221.570230472;4402399.64796526
01615;Kepler-15 b;355515.486120776;4603895.21216771
01616;Kepler-150 b;439261.515218183;4469457.37661406
01617;Kepler-150 c;440310.08659361;4476773.92050024
01618;Kepler-150 d;433675.220674402;4481324.70744989
01619;Kepler-150 e;447624.291217035;4469885.33357689
00991;Kepler-1021 b;298932.457711113;4536869.39458396
00992;Kepler-1022 b;437035.408825443;4456607.24366238
00993;Kepler-1023 b;423268.270729365;4470103.02961524
00994;Kepler-1024 b;433722.722147426;4461112.18040254
00995;Kepler-1025 b;436585.110570032;4454475.57799806
00996;Kepler-1026 b;394580.783397164;4526433.65605391
00997;Kepler-1027 b;566713.681123853;4592037.86090028
00998;Kepler-1028 b;437145.785752867;4470698.93446282
00354;HD 114762 b;426036.709502843;4471572.84427138
00355;HD 114783 b;457069.244714931;4500966.23723209
00356;HD 11506 b;422438.14998802;4566472.77647874
00357;HD 11506 c;378966.263653513;4564382.11249685
00358;HD 1160 b;437469.166999687;4557428.23292573
00359;HD 116029 b;394451.991017958;4561407.74959629
00360;HD 117207 b;458506.336707601;4485047.03874833
00361;HD 11755 b;425785.325999635;4471132.16610226
03308;OGLE-2016-BLG-596L b;443413.436518053;4481981.09224814
03309;OGLE-GD-ECL-11388 b;426917.127037512;4476663.89529629
03310;OGLE-TR-10 b;439229.415236667;4463949.36218365
03311;OGLE-TR-111 b;439943.967468518;4475872.99700445
03312;OGLE-TR-113 b;443375.190887595;4483887.71572765
03313;OGLE-TR-132 b;436174.327663904;4451732.75768448
03314;OGLE-TR-182 b;444682.819058646;4466579.13925077
03315;OGLE-TR-211 b;271867.23520347;4604834.33192078
02690;Kepler-566 b;354346.331587764;4598704.19637239
02691;Kepler-567 b;355623.278229054;4614146.93078557
02692;Kepler-568 b;433729.250089637;4496278.19477645
02693;Kepler-569 b;405550.920853993;4470738.11819532
02694;Kepler-57 b;418969.04194183;4481405.11826854
02695;Kepler-57 c;440537.916123149;4470578.16571301
02696;Kepler-570 b;355934.394069324;4611022.93880183
02697;Kepler-571 b;350762.192325328;4610815.25125841
02068;Kepler-255 b;405985.338391501;4614900.24816498
02069;Kepler-255 c;433075.222032313;4470645.05874222
02070;Kepler-255 d;374644.109354468;4409630.98729723
02071;Kepler-256 b;439157.810958041;4496664.90302113
02072;Kepler-256 c;439525.850270777;4466511.48399803
02073;Kepler-256 d;451015.385138704;4484284.93443587
02074;Kepler-256 e;354685.633384852;4615235.20673966
02075;Kepler-257 b;280262.732753032;4567575.92465148
01452;Kepler-1372 b;447402.523846944;4465103.66188714
01453;Kepler-1373 b;443423.61613002;4478347.96558897
01454;Kepler-1374 b;446663.69873142;4460854.28688779
01455;Kepler-1375 b;361463.370396571;4636818.24863362
01456;Kepler-1376 b;397809.932226603;4598432.46346759
01457;Kepler-1377 b;446568.370285814;4483654.56283834
01458;Kepler-1378 b;444920.939892166;4483200.09237404
01459;Kepler-1379 b;445799.09685198;4462442.83748856
00827;HIP 41378 c;415127.250014306;4519398.01409463
00828;HIP 41378 d;519245.411955915;4653124.3787568
00829;HIP 41378 e;415610.444467614;4475709.07348181
00830;HIP 41378 f;414954.21076129;4483391.13494944
00831;HIP 5158 b;411090.088331416;4540052.30220539
00832;HIP 5158 c;401036.820473661;4551517.66627531
00833;HIP 57050 b;447549.791157137;4525572.29933601
00834;HIP 57274 b;558894.628588944;4629477.63166559
00194;GJ 785 c;277494.914133659;4542362.60145301
00195;GJ 832 b;438874.515046816;4472815.34035322
00196;GJ 832 c;439256.686089682;4485839.86017365
00197;GJ 849 b;443718.274377545;4480022.11738809
00198;GJ 849 c;428884.535411933;4461728.03387645
00199;GJ 86 A b;429935.998678859;4463570.15589017
00200;GJ 876 b;258075.956787482;4669730.94605319
00201;GJ 876 c;287396.979471261;4714259.38034381
03148;Kepler-913 b;439435.901376402;4474884.9118191
03149;Kepler-914 b;441230.680282388;4476881.82913113
03150;Kepler-915 b;440594.703395891;4477835.89635669
03151;Kepler-916 b;304250.587559201;4607912.28130838
03152;Kepler-917 b;450048.23148185;4506608.68643735
03153;Kepler-918 b;426600.204531851;4494362.00749045
03154;Kepler-919 b;438595.566212477;4462805.18934989
03155;Kepler-92 b;444018.267067678;4477707.40428553
02530;Kepler-454 b;458178.643225219;4516008.96037962
02531;Kepler-454 c;393117.765592739;4466376.76924315
02532;Kepler-455 b;416085.155319182;4452870.04720892
02533;Kepler-456 b;358087.095871853;4612864.47152571
02534;Kepler-457 b;268144.118675864;4669359.72672936
02535;Kepler-457 c;391190.661679446;4384586.74419033
02536;Kepler-458 b;308820.958265293;4421593.32721036
02537;Kepler-458 c;350347.820118689;4580086.68651195
01908;Kepler-20 e;271436.350469551;4654819.43145055
01909;Kepler-20 f;324667.51820924;4637115.30659195
01910;Kepler-20 g;384745.773177533;4600755.29730927
01911;Kepler-200 b;448265.603321893;4476755.06172818
01912;Kepler-200 c;323502.202279826;4669951.98150535
01913;Kepler-201 b;373533.076344598;4611113.07363423
01914;Kepler-201 c;445161.715734495;4477720.66874953
01915;Kepler-202 b;447065.863791333;4478676.72731566
01292;Kepler-1251 b;436726.610276923;4481410.19597797
01293;Kepler-1252 b;435935.344901054;4479811.41157075
01294;Kepler-1253 b;434999.567799923;4470068.48654223
01295;Kepler-1254 b;436488.870368814;4466480.20189381
01296;Kepler-1254 c;435873.926710565;4476767.50102984
01297;Kepler-1254 d;435791.2781518;4475406.519708
01298;Kepler-1255 b;433863.229109553;4476552.43415053
01299;Kepler-1256 b;434687.892625616;4482379.28702844
00660;HD 37124 c;422466.068163921;4456344.11236693
00661;HD 37124 d;408553.539265859;4532180.98344742
00662;HD 37605 b;358774.531144914;4542703.43834689
00663;HD 37605 c;491659.401915717;4575502.83914357
00664;HD 38283 b;556744.243040684;4628117.53173762
00665;HD 38529 b;281346.286870137;4530029.05749358
00666;HD 38529 c;391971.48986402;4523830.21498517
00667;HD 38801 b;402093.783480749;4514122.47212614
00033;55 Cnc c;444060.452455708;4468851.7793432
00034;55 Cnc d;443515.118894334;4475005.57575558
00035;55 Cnc e;258719.199184378;4498106.29062758
00036;55 Cnc f;276823.904673076;4548996.1990299
00037;6 Lyn b;276414.970151133;4527678.61793627
00038;61 Vir b;438970.287104856;4467781.43563408
00039;61 Vir c;266175.790028676;4472944.23821011
00040;61 Vir d;275409.022130899;4531683.97617656
02988;Kepler-80 c;263257.085545646;4644602.73082103
02989;Kepler-80 d;279374.507660998;4660299.64014897
02990;Kepler-80 e;272002.312191342;4594824.61349003
02991;Kepler-80 f;426797.794808855;4457699.68875137
02992;Kepler-800 b;443912.758160418;4461357.03649175
02993;Kepler-801 b;440787.712013179;4471798.30699887
02994;Kepler-802 b;357866.424754188;4611715.81578887
02995;Kepler-803 b;453070.036100712;4370463.16019616
02365;Kepler-363 b;452482.185652372;4475151.28946538
02366;Kepler-363 c;400491.539553474;4592396.72139825
02367;Kepler-363 d;331711.973346363;4562354.73596965
02368;Kepler-364 b;308827.124366638;4616738.93999167
02369;Kepler-364 c;357430.632965431;4600321.21347653
02370;Kepler-365 b;485692.318284628;4411740.16353744
02371;Kepler-365 c;250433.34472535;4598812.25650143
02372;Kepler-366 b;446770.610948922;4371548.94850143
01748;Kepler-1600 b;440737.165206652;4467941.69312351
01749;Kepler-1601 b;446164.724783896;4480374.4639713
01750;Kepler-1602 b;455126.769318926;4472545.95145412
01751;Kepler-1603 b;436547.743241434;4478855.52173338
01752;Kepler-1604 b;331316.827484521;4605730.98366561
01753;Kepler-1605 b;393868.805642555;4428615.37360925
01754;Kepler-1606 b;413191.955617705;4425218.28544108
01755;Kepler-1607 b;446775.663028352;4481810.35822602
01130;Kepler-1124 b;450427.90209586;4430024.88332801
01131;Kepler-1125 b;409825.979610315;4512515.97446112
01132;Kepler-1126 b;440240.883430917;4468942.08170057
01133;Kepler-1127 b;439212.555156438;4465106.42802687
01134;Kepler-1128 b;283733.533864803;4543657.5972079
01135;Kepler-1129 b;440597.068719894;4477309.68854785
01136;Kepler-1129 c;438902.132318259;4477622.95080985
01137;Kepler-113 b;553837.822084635;4632880.83171713
00493;HD 170469 b;382803.560121133;4546172.80331235
00494;HD 17092 b;362950.26546512;4565949.87344445
00495;HD 171028 b;477432.875519849;4480682.78026399
00496;HD 171238 b;449175.728361715;4424460.46233964
00497;HD 17156 b;570400.927218782;4639655.32934987
00498;HD 173416 b;508887.324106759;4619248.24993995
00499;HD 175167 b;543516.582204468;4630604.09410408
00500;HD 175370 b;413577.823820496;4586549.74859381
00501;HD 175541 b;540254.674846063;4550892.29982885
03444;WASP-43 b;359245.289982792;4389847.62911757
03445;WASP-44 b;372808.452547314;4381986.83071045
03446;WASP-45 b;425144.881836849;4491173.90377367
03447;WASP-46 b;439168.701542217;4475751.25247177
03448;WASP-47 b;445254.977852456;4440374.91383178
03449;WASP-47 c;443730.437224079;4481400.56636786
03450;WASP-47 d;301446.867797274;4608418.09143979
03451;WASP-47 e;300204.879939394;4594361.68534216
02827;Kepler-671 b;271467.934905125;4605862.50385147
02828;Kepler-672 b;272472.905820707;4601181.92961976
02829;Kepler-673 b;435216.397699173;4476009.00019249
02830;Kepler-674 b;433489.626655515;4463680.3886272
02831;Kepler-675 b;418308.349625027;4431286.51172451
02832;Kepler-676 b;432536.007833966;4463053.00168194
02833;Kepler-677 b;272744.176548051;4590150.76701933
02834;Kepler-678 b;460843.320847838;4480483.795131
02204;Kepler-302 c;415099.859662308;4494304.85836009
02205;Kepler-303 b;314727.318902304;4566111.91812651
02206;Kepler-303 c;360221.827607035;4555497.31401526
02207;Kepler-304 b;359448.015654938;4590002.85008831
02208;Kepler-304 c;426182.959807837;4461566.43015117
02209;Kepler-304 d;416783.4658597;4499207.74089743
02210;Kepler-304 e;415412.652749188;4495360.22197416
02211;Kepler-305 b;414502.212939196;4508197.60562884
01588;Kepler-1479 b;443764.06647479;4474874.21547281
01589;Kepler-148 b;447286.965830055;4512772.05771741
01590;Kepler-148 c;436065.454318459;4461533.32000837
01591;Kepler-148 d;445273.616145454;4474056.29252106
01592;Kepler-1480 b;316926.001900315;4588675.45144636
01593;Kepler-1481 b;447114.354956966;4479112.89765457
01594;Kepler-1482 b;442091.660650338;4475491.56984681
01595;Kepler-1483 b;280914.325613426;4619040.49527617
00967;Kepler-1005 b;413481.770308706;4586397.99569432
00968;Kepler-1006 b;387700.460845778;4530485.59535871
00969;Kepler-1007 b;381403.73111526;4543836.30107779
00970;Kepler-1008 b;435508.367561163;4454543.70126687
00971;Kepler-1009 b;496899.677141596;4578162.67783997
00972;Kepler-101 b;568958.780777181;4573799.94840338
00973;Kepler-101 c;435798.447687978;4460469.50868594
00974;Kepler-1010 b;433699.51650664;4454040.89826583
00330;HD 10647 b;401709.038686957;4546635.3367321
00331;HD 106515 A b;269054.14734573;4698760.9729316
00332;HD 106906 b;275738.483200645;4544138.0911992
00333;HD 10697 b;258756.458652347;4461025.1146002
00334;HD 107148 b;421166.413681637;4456195.19252795
00335;HD 108147 b;429670.886447149;4456887.72776111
00336;HD 108341 b;428314.725762317;4466084.80566903
00337;HD 108863 b;428621.144246555;4469697.60221812
03284;OGLE-2007-BLG-349(AB) b;441155.309485174;4478016.49162961
03285;OGLE-2007-BLG-368L b;433072.930071726;4466534.64187412
03286;OGLE-2008-BLG-092L b;457851.216254617;4482815.68091101
03287;OGLE-2008-BLG-355L b;443073.796945761;4481019.08885276
03288;OGLE-2009-BLG-151L b;422860.586516576;4422889.72714401
03289;OGLE-2011-BLG-0251L b;270065.811117193;4603451.69929072
03290;OGLE-2011-BLG-0265L b;270849.345509617;4596242.93003824
03291;OGLE-2011-BLG-0420L b;275540.546984554;4625316.17913828
02666;Kepler-55 d;354592.840895256;4613884.08427915
02667;Kepler-55 e;354305.774754876;4617020.72948533
02668;Kepler-55 f;355739.140538398;4615410.76299168
02669;Kepler-550 b;352874.00240714;4608395.32044143
02670;Kepler-551 b;356288.974844209;4609026.98524131
02671;Kepler-552 b;446867.760425073;4402234.10876063
02672;Kepler-553 b;428347.797414882;4437302.20235485
02673;Kepler-553 c;426994.264099672;4449814.61401437
02044;Kepler-247 d;323092.056214728;4376892.92136873
02045;Kepler-248 b;375410.390868556;4412206.23887902
02046;Kepler-248 c;439671.015499932;4453975.08220986
02047;Kepler-249 b;449222.714718767;4422749.78418719
02048;Kepler-249 c;449719.378095174;4460653.92377933
02049;Kepler-249 d;436271.589394004;4509789.25132652
02050;Kepler-25 b;434685.375330865;4465087.30569992
02051;Kepler-25 c;438775.064337754;4470505.89841387
01428;Kepler-1355 b;444934.664736864;4463108.66328379
01429;Kepler-1356 b;407165.025636493;4622091.58437773
01430;Kepler-1357 b;411180.677392621;4596988.06828748
01431;Kepler-1358 b;446840.855104211;4475793.91849477
01432;Kepler-1359 b;433253.524328528;4469150.08734774
01433;Kepler-136 b;445432.246423564;4472131.74493335
01434;Kepler-136 c;443944.608813891;4476554.23846636
01435;Kepler-1360 b;444256.734676269;4472730.43303054
00801;HD 9578 b;490567.931609226;4446702.44131032
00802;HD 95872 b;433620.305737811;4458557.25253566
00803;HD 96063 b;414935.399077328;4482446.04838582
00804;HD 96127 b;565203.812230065;4642217.1342969
00805;HD 96167 b;553473.531995913;4598161.57332276
00806;HD 96700 b;248021.368657439;4464667.34916232
00807;HD 96700 c;262143.811169096;4530253.34768299
00808;HD 97658 b;383051.43206598;4535689.37911196
00170;GJ 436 b;451794.681854493;4576054.99012776
00171;GJ 504 b;416273.39850477;4585065.5219622
00172;GJ 536;390485.990361841;4544725.69979115
00173;GJ 581 b;441790.579024375;4467360.98350642
00174;GJ 581 c;437354.756929132;4488612.67890115
00175;GJ 581 e;438048.01594688;4487115.02358695
00176;GJ 649 b;281522.338930543;4545745.42302556
00177;GJ 649 c;274594.083734406;4530335.75062835
03124;Kepler-9 c;440290.130437958;4474576.64588487
03125;Kepler-9 d;534160.411451826;4693604.39451887
03126;Kepler-90 b;299717.701485066;4598087.9255523
03127;Kepler-90 c;251770.014711009;4585094.63145036
03128;Kepler-90 d;377887.003994015;4415704.46812788
03129;Kepler-90 e;418654.463038503;4410713.84124035
03130;Kepler-90 f;439957.934826818;4481530.81214488
03131;Kepler-90 g;446869.100684886;4495293.92445211
02506;Kepler-441 b;448568.417062232;4470651.85100566
02507;Kepler-442 b;436646.085668631;4480731.83363913
02508;Kepler-443 b;446240.05739585;4476493.11273004
02509;Kepler-444 b;445390.596985497;4468939.27635234
02510;Kepler-444 c;444600.512768076;4475877.49287687
02511;Kepler-444 d;440628.803051148;4473940.84290868
02512;Kepler-444 e;439962.958665228;4465543.09917256
02513;Kepler-444 f;446031.466103572;4470663.19162943
01884;Kepler-192 b;353950.61795001;4599666.09888863
01885;Kepler-192 c;354792.254634741;4617830.90397149
01886;Kepler-192 d;353041.316974479;4600993.12216834
01887;Kepler-193 b;354608.9727699;4621668.0536741
01888;Kepler-193 c;355644.342212006;4615985.49689917
01889;Kepler-194 b;354711.630053721;4611162.84332632
01890;Kepler-194 c;355328.750167324;4607851.97162243
01891;Kepler-194 d;437819.478841177;4431112.85431226
01268;Kepler-1233 b;438325.239815368;4476666.20418746
01269;Kepler-1234 b;439037.33053529;4462438.03202722
01270;Kepler-1235 b;355375.037789307;4613097.55308657
01271;Kepler-1236 b;436381.028641563;4479182.62974246
01272;Kepler-1237 b;437040.836079701;4468303.47201923
01273;Kepler-1238 b;355551.675853238;4601700.81247719
01274;Kepler-1239 b;355802.465524816;4605978.49916555
01275;Kepler-124 b;357030.693515758;4622459.58961431
